Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PDZD2","PDZ Domain Containing 2","Protein Coding","O15018","48","GC05P031639","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD2"
"PPP2R3A","Protein Phosphatase 2 Regulatory Subunit B''Alpha","Protein Coding","Q06190","48","GC03P135965","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R3A"
"CAPN12","Calpain 12","Protein Coding","Q6ZSI9","47","GC19M038730","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN12"
"SYPL1","Synaptophysin Like 1","Protein Coding","Q16563","47","GC07M106090","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYPL1"
"ERGIC2","ERGIC And Golgi 2","Protein Coding","Q96RQ1","44","GC12M029337","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERGIC2"
"SNX7","Sorting Nexin 7","Protein Coding","Q9UNH6","43","GC01P098590","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX7"
"LINC02877","Long Intergenic Non-Protein Coding RNA 2877","RNA Gene","P0CE67","26","GC03P153399","0.706726253032684","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02877"
"SLC1A6","Solute Carrier Family 1 Member 6","Protein Coding","P48664","57","GC19M014950","0.702585518360138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A6"
"AADAT","Aminoadipate Aminotransferase","Protein Coding","Q8N5Z0","52","GC04M170060","0.702585518360138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AADAT"
"TAAR1","Trace Amine Associated Receptor 1","Protein Coding","Q96RJ0","50","GC06M132644","0.702585518360138","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAAR1"
"KCNN4","Potassium Calcium-Activated Channel Subfamily N Member 4","Protein Coding","O15554","61","GC19M108842","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNN4"
"TLR7","Toll Like Receptor 7","Protein Coding","Q9NYK1","61","GC0XP012867","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR7"
"GLI1","GLI Family Zinc Finger 1","Protein Coding","P08151","60","GC12P075481","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI1"
"XPO1","Exportin 1","Protein Coding","O14980","60","GC02M061445","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO1"
"MYH11","Myosin Heavy Chain 11","Protein Coding","P35749","59","GC16M050383","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH11"
"CD163","CD163 Molecule","Protein Coding","Q86VB7","58","GC12M035717","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD163"
"PRKACG","Protein Kinase CAMP-Activated Catalytic Subunit Gamma","Protein Coding","P22612","58","GC09M072009","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACG"
"FGF4","Fibroblast Growth Factor 4","Protein Coding","P08620","57","GC11M139942","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF4"
"IL13","Interleukin 13","Protein Coding","P35225","57","GC05P132656","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13"
"CARTPT","CART Prepropeptide","Protein Coding","Q16568","55","GC05P071719","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARTPT"
"SNAP23","Synaptosome Associated Protein 23","Protein Coding","O00161","55","GC15P042491","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP23"
"RASGRF1","Ras Protein Specific Guanine Nucleotide Releasing Factor 1","Protein Coding","Q13972","54","GC15M078959","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRF1"
"ELP3","Elongator Acetyltransferase Complex Subunit 3","Protein Coding","Q9H9T3","53","GC08P028089","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP3"
"TRPV2","Transient Receptor Potential Cation Channel Subfamily V Member 2","Protein Coding","Q9Y5S1","53","GC17P016415","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV2"
"GPR18","G Protein-Coupled Receptor 18","Protein Coding","Q14330","51","GC13M099254","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR18"
"POU3F4","POU Class 3 Homeobox 4","Protein Coding","P49335","50","GC0XP083508","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU3F4"
"PPFIA3","PTPRF Interacting Protein Alpha 3","Protein Coding","O75145","49","GC19P049119","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA3"
"CAPN8","Calpain 8","Protein Coding","A6NHC0","48","GC01M223538","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN8"
"KCTD12","Potassium Channel Tetramerization Domain Containing 12","Protein Coding","Q96CX2","48","GC13M076880","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD12"
"PPFIA2","PTPRF Interacting Protein Alpha 2","Protein Coding","O75334","48","GC12M081257","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA2"
"IFNA21","Interferon Alpha 21","Protein Coding","P01568","47","GC09M021165","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA21"
"MAP6","Microtubule Associated Protein 6","Protein Coding","Q96JE9","46","GC11M075586","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP6"
"XIST","X Inactive Specific Transcript","RNA Gene","","31","GC0XM073820","0.700128495693207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST"
"HIP1R","Huntingtin Interacting Protein 1 Related","Protein Coding","O75146","53","GC12P122834","0.693118870258331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIP1R"
"CTNNBL1","Catenin Beta Like 1","Protein Coding","Q8WYA6","50","GC20P053374","0.693118870258331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBL1"
"FMN1","Formin 1","Protein Coding","Q68DA7","50","GC15M032765","0.693118870258331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMN1"
"SNX32","Sorting Nexin 32","Protein Coding","Q86XE0","45","GC11P065833","0.693118870258331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX32"
"ZNF12","Zinc Finger Protein 12","Protein Coding","P17014","45","GC07M009872","0.693118870258331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF12"
"NUTM2B-AS1","NUTM2B Antisense RNA 1","RNA Gene","","24","GC10M084542","0.693118870258331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTM2B-AS1"
"NCLN","Nicalin","Protein Coding","Q969V3","46","GC19P003185","0.690595746040344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCLN"
"OSBP","Oxysterol Binding Protein","Protein Coding","P22059","52","GC11M139539","0.676988303661346","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBP"
"SNX2","Sorting Nexin 2","Protein Coding","O60749","50","GC05P122774","0.676988303661346","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX2"
"PMEL","Premelanosome Protein","Protein Coding","P40967","56","GC12M055954","0.676458179950714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMEL"
"ELK1","ETS Transcription Factor ELK1","Protein Coding","P19419","58","GC0XM047635","0.674356639385223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELK1"
"RER1","Retention In Endoplasmic Reticulum Sorting Receptor 1","Protein Coding","O15258","45","GC01P002391","0.674356639385223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RER1"
"MALT1","MALT1 Paracaspase","Protein Coding","Q9UDY8","60","GC18P058671","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALT1"
"FUT2","Fucosyltransferase 2 (H Blood Group)","Protein Coding","Q10981","58","GC19P048695","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT2"
"ZFPM2","Zinc Finger Protein, FOG Family Member 2","Protein Coding","Q8WW38","51","GC08P104590","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM2"
"ABCA8","ATP Binding Cassette Subfamily A Member 8","Protein Coding","O94911","48","GC17M068867","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA8"
"MAF1","MAF1 Homolog, Negative Regulator Of RNA Polymerase III","Protein Coding","Q9H063","48","GC08P148703","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAF1"
"SCAPER","S-Phase Cyclin A Associated Protein In The ER","Protein Coding","Q9BY12","47","GC15M076347","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAPER"
"SCARA3","Scavenger Receptor Class A Member 3","Protein Coding","Q6AZY7","45","GC08P027633","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARA3"
"ZSCAN21","Zinc Finger And SCAN Domain Containing 21","Protein Coding","Q9Y5A6","45","GC07P100049","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN21"
"CAMTA2","Calmodulin Binding Transcription Activator 2","Protein Coding","O94983","44","GC17M096071","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMTA2"
"GLI4","GLI Family Zinc Finger 4","Protein Coding","P10075","42","GC08P143267","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI4"
"SCAMP4","Secretory Carrier Membrane Protein 4","Protein Coding","Q969E2","42","GC19P001905","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAMP4"
"WDR70","WD Repeat Domain 70","Protein Coding","Q9NW82","42","GC05P038265","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR70"
"GPR141","G Protein-Coupled Receptor 141","Protein Coding","Q7Z602","41","GC07P037981","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR141"
"RASGEF1C","RasGEF Domain Family Member 1C","Protein Coding","Q8N431","40","GC05M183393","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGEF1C"
"CYP27C1","Cytochrome P450 Family 27 Subfamily C Member 1","Protein Coding","Q4G0S4","38","GC02M127183","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP27C1"
"ZNF232","Zinc Finger Protein 232","Protein Coding","Q9UNY5","38","GC17M005105","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF232"
"TIGD5","Tigger Transposable Element Derived 5","Protein Coding","Q53EQ6","35","GC08P143597","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGD5"
"ZNF696","Zinc Finger Protein 696","Protein Coding","Q9H7X3","35","GC08P143289","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF696"
"MINCR","MYC-Induced Long Non-Coding RNA","RNA Gene","","19","GC08M147319","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINCR"
"LOC100287944","Uncharacterized LOC100287944","RNA Gene","","18","GC12M106496","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100287944"
"LINC02152","Long Intergenic Non-Protein Coding RNA 2152","RNA Gene","","15","GC16P123644","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02152"
"TOMM22P6","TOMM22 Pseudogene 6","Pseudogene","","8","GC03M162486","0.672711610794067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM22P6"
"LYN","LYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P07948","62","GC08P055879","0.669860363006592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN"
"GRM4","Glutamate Metabotropic Receptor 4","Protein Coding","Q14833","58","GC06M106607","0.663380920886993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM4"
"PEPD","Peptidase D","Protein Coding","P12955","58","GC19M033386","0.663380920886993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEPD"
"TMTC1","Transmembrane O-Mannosyltransferase Targeting Cadherins 1","Protein Coding","Q8IUR5","50","GC12M029500","0.663380920886993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMTC1"
"ANKK1","Ankyrin Repeat And Kinase Domain Containing 1","Protein Coding","Q8NFD2","49","GC11P113387","0.663380920886993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKK1"
"KCTD13","Potassium Channel Tetramerization Domain Containing 13","Protein Coding","Q8WZ19","49","GC16M029905","0.663380920886993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD13"
"SLC2A13","Solute Carrier Family 2 Member 13","Protein Coding","Q96QE2","51","GC12M039755","0.659168243408203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A13"
"GAK","Cyclin G Associated Kinase","Protein Coding","O14976","55","GC04M000849","0.651627421379089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAK"
"LY86","Lymphocyte Antigen 86","Protein Coding","O95711","50","GC06P006588","0.651627421379089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY86"
"ANKRD50","Ankyrin Repeat Domain Containing 50","Protein Coding","Q9ULJ7","46","GC04M124664","0.651627421379089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD50"
"FMNL3","Formin Like 3","Protein Coding","Q8IVF7","44","GC12M049636","0.651627421379089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMNL3"
"ENTR1","Endosome Associated Trafficking Regulator 1","Protein Coding","Q96C92","40","GC09M136403","0.651627421379089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTR1"
"FSBP","Fibrinogen Silencer Binding Protein","Protein Coding","O95073","37","GC08M094378","0.651474118232727","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSBP"
"MIR498","MicroRNA 498","RNA Gene","","24","GC19P153069","0.649822890758514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR498"
"LOC101927314","Uncharacterized LOC101927314","RNA Gene","","13","GC06P182587","0.649822890758514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927314"
"HMGA2","High Mobility Group AT-Hook 2","Protein Coding","P52926","58","GC12P065824","0.64167046546936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
"XYLT2","Xylosyltransferase 2","Protein Coding","Q9H1B5","58","GC17P155127","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XYLT2"
"TNFAIP6","TNF Alpha Induced Protein 6","Protein Coding","P98066","54","GC02P151357","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP6"
"RNASE4","Ribonuclease A Family Member 4","Protein Coding","P34096","49","GC14P057259","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE4"
"DEFB4A","Defensin Beta 4A","Protein Coding","O15263","48","GC08P011308","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB4A"
"LDOC1","LDOC1 Regulator Of NFKB Signaling","Protein Coding","O95751","44","GC0XM141111","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDOC1"
"STARD6","StAR Related Lipid Transfer Domain Containing 6","Protein Coding","P59095","44","GC18M054324","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STARD6"
"EGILA","EGFR Interacting LncRNA","RNA Gene","","22","GC14M028679","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGILA"
"LOC110973015","NOS3 5' Regulatory Region","Functional Element","","2","GC07P150988","0.641508519649506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110973015"
"RNF103","Ring Finger Protein 103","Protein Coding","O00237","42","GC02M086603","0.638490855693817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF103"
"SCIN","Scinderin","Protein Coding","Q9Y6U3","50","GC07P012570","0.635862469673157","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCIN"
"SLC7A11","Solute Carrier Family 7 Member 11","Protein Coding","Q9UPY5","57","GC04M138164","0.63399463891983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A11"
"TTBK2","Tau Tubulin Kinase 2","Protein Coding","Q6IQ55","57","GC15M042738","0.63399463891983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTBK2"
"TRAPPC10","Trafficking Protein Particle Complex Subunit 10","Protein Coding","P48553","50","GC21P044012","0.63399463891983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC10"
"MT-TT","Mitochondrially Encoded TRNA-Thr (ACN)","RNA Gene","","24","GCMTP015890","0.63399463891983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TT"
"H4C16","H4 Histone 16","Protein Coding","P62805","48","GC12M036240","0.627479493618011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C16"
"MIR190B","MicroRNA 190b","RNA Gene","","21","GC01M154193","0.627479493618011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR190B"
"MIR147B","MicroRNA 147b","RNA Gene","","20","GC15P045433","0.627479493618011","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR147B"
"MARCO","Macrophage Receptor With Collagenous Structure","Protein Coding","Q9UEW3","47","GC02P118942","0.625300943851471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCO"
"STAT2","Signal Transducer And Activator Of Transcription 2","Protein Coding","P52630","62","GC12M056341","0.620392441749573","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT2"
"SLC7A1","Solute Carrier Family 7 Member 1","Protein Coding","P30825","54","GC13M029509","0.619875729084015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A1"
"UPP2","Uridine Phosphorylase 2","Protein Coding","O95045","45","GC02P157876","0.61845064163208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPP2"
"PAX5","Paired Box 5","Protein Coding","Q02548","60","GC09M037145","0.612078011035919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX5"
"MDK","Midkine","Protein Coding","P21741","56","GC11P046380","0.612078011035919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDK"
"RBM6","RNA Binding Motif Protein 6","Protein Coding","P78332","48","GC03P049940","0.612078011035919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM6"
"FOXN2","Forkhead Box N2","Protein Coding","P32314","44","GC02P048314","0.612078011035919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN2"
"FAM157C","Family With Sequence Similarity 157 Member C","RNA Gene","P0CG43","20","GC16P122974","0.612078011035919","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM157C"
"KCNQ1","Potassium Voltage-Gated Channel Subfamily Q Member 1","Protein Coding","P51787","62","GC11P002444","0.606057167053223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1"
"LEF1","Lymphoid Enhancer Binding Factor 1","Protein Coding","Q9UJU2","61","GC04M108047","0.605480253696442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEF1"
"ZACN","Zinc Activated Ion Channel","Protein Coding","Q401N2","45","GC17P076071","0.605480253696442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZACN"
"MIR324","MicroRNA 324","RNA Gene","","28","GC17M007223","0.605480253696442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR324"
"BAK1","BCL2 Antagonist/Killer 1","Protein Coding","Q16611","57","GC06M033572","0.602585792541504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAK1"
"TMEM43","Transmembrane Protein 43","Protein Coding","Q9BTV4","55","GC03P027096","0.602585792541504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM43"
"MIR24-2","MicroRNA 24-2","RNA Gene","","27","GC19M108246","0.60211855173111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-2"
